id,title,content
397,構造のデザイン,構造デザインとは、美学はもちろんのこと、地震のような自然工学に加えて、材料工学、構造力学、コスト、施工技術といった多くの要素から最適な選択を行い、建築空間を創造する手段である。どのような建築にも、固有の条件があり、最適な要素を選択して空間を構築していき、完成に至っている。具体的なプロジェクトを題材に挙げ、設計初期から完成までに至るプロセスを説明して、構造デザインの理念を学ぶことを目的とする。構造デザインの理念とは、以下のポイントである。 1. 理性と感性の融合 2. 時間の流れに活きる空間 3. 自然と共存する建築
398,システムプログラミング,本講義では、UNIXオペレーティングシステムの機能を紹介します。 UNIXは、Linux 、 MacOSの、多くのサービサー側オペレーティングシステムの共通の基本的なオペレーティングシステムです。 UNIXオペレーティング・システムを理解することは、現在のコンピュータシステムのために役立ちます。オペレーティングシステムの機能は、ファイルシステム、デバイスであるI / O 、プロセス管理、メモリ管理、プロセス間通信、シグナリング/割り込み処理とネットワーク機能（ TCP / IPプロトコルスタックを含みます） 。この講義では、 C言語でシステム・プログラムを書くことにより、オペレーティングシステムの機能を理解します
399,新事業創造ワークショップ,本授業では、社会や組織の問題解決につながるような新しい事業を創造し、イノベーションを巻き起こすきっかけをもたらすための方策について学びます。対象は、営利、非営利を問わず、実践的なマネジメントや事業の立ち上げなどに関心のある方々を想定しています。　授業では、まず、事業創造を実現する上で参考になる基礎的なマネジメント関係の理論を整理します。そして、「夢をかなえる」などのテーマを設定し、講義だけにとどまらず、ビジネススクール流のケースディスカッション、慶應義塾にゆかりのあるスペシャル・ゲストによる講演や議論などをバランスよく取り入れ、SFCらしい刺激的な授業を心がけます。これらの相互作用によって事業創造、プロジェクト実践において大切な問題発見・解決能力、積極的な行動力などを育むことを目指します。
400,ゲノム分子生物学１,ゲノム分子生物学は21世紀の生物学を担う学問の一つである。すなわち、生命科学を専攻する大学生・大学院生にとって必須の学問分野であるといっても過言ではない。本授業(ゲノム分子生物学1)と秋学期のゲノム分子生物学2を履修することで、該当分野の基本的な事象から、最先端の議論にまで触れることになる。授業は教科書「Genome 4」にそって行なわれるが、講師3人がそれぞれ、分子生物学やゲノム研究に従事してきた経験から、より具体的な解説を行なう。特に、ゲノム分子生物学1ではゲノムの構造から塩基配列の決定まで、実験技術に根ざした講義を行なう。
401,経営戦略,本講義では、経営戦略と実務と理論の両面から探求する。理論においては経済学の系譜に属する経営戦略に関連する各種理論体系を、経営学の視点から読み解く。実務においては実務家の思考を助ける各種のフレームワークを紹介しながらも、実施の戦略立案の現場においてどのような活動が行われているかに関して事例を用いながら紹介する。
402,グローバル・ガバナンス研究（グローバル・ガバナンスの視点）,"●The course examines the perspectives of East Asia free trade area.  It also looks into the relationship between the trade multilateralism embodied in the WTO and the possible making of the East Asia FTA (Free Trade Agreement).  Firstly, students will analyze FTA policies of the each of three North East Asian countries, i.e. Japan, China, and Korea, vis-a-vis the ASEAN countries. Secondly, students will look at the possibility of making a FTA among three North East Asian countries with a view to creating the East Asian Economic Community together with the ASEAN.  The issues of WTO consisitency will be examined simultaneously as the discussions proceed.●This course is conducted in close cooperation with Fudan University in Shanghai and Yongsei University in Seoul.  Students are,therefore, expected to fully participate in the discussions and presentations in the common language, i.e. in English."
403,エコノメトリックス,学部レベルの計量経済学の講義を行う。確率・統計の復習から始め、線形単純回帰の方法と推定量の統計的性質を学んだ後に重回帰へと進む。さらに誤差項の自己相関、不均一分散の扱い、非線形モデル、二値選択モデル、操作変数法、簡単な時系列モデルも学ぶ。
404,日本語インテンシブ初級２,このクラスは、初級（しょきゅう）後半（こうはん）の学生（がくせい）のためのクラスです。自分（じぶん）について話したり、日本語を使（つか）って簡単（かんたん）なコミュニケーションができることを目指（めざ）します。自分の経験（けいけん）や考（かんが）えを日本語（にほんご）で話（はな）したり、書（か）いたりする練習（れんしゅう）をしながら、初級レベルのことばや文法（ぶんぽう）、漢字（かんじ）や会話表現（かいわひょうげん）も勉強します。
405,情報セキュリティマネジメント,サイバー空間は、いまやほぼすべての人々にとって、リアル社会と並ぶ重要な生活空間となっています。しかし、その一方で、いまだ秩序やモラルに乏しい「無限の荒野」「無限の闇」ともいえる側面を持っています。このような状況下、便利でかつ安全なサイバー空間を築いていくことは、現代社会の大きな課題となっています。　本講義では、日常生活を脅かすサイバー犯罪や、安全保障の問題にもつながってくるサイバー攻撃について、その現状と、政策としての対応について議論する予定です。　なお、本講義は、サイバーセキュリティの法的・政策的側面を論じるもので、技術的な側面については取り扱わないので、その旨留意して下さい。
406,デザイン戦略（デジタルサウンド）,当クラスは、「コンピュータミュージック１」、「コンピュータミュージック２」だけでなく、「デジタルサウンドコンポジション１」も履修済みである事が望ましいでしょう。クラスの主眼は、すでにデジタル音楽の製作能力を身につけた諸君が、様々なアイディアを持ち寄ってディスカッションを行い、最終的な作品制作に役立てる事です。そのため教員によるレクチャーと履修者全員による自分自身のアイディアのプレゼンテーションを隔週で行います。後期ではデジタル信号処理の基礎と音響合成への応用をPure Dataを使って勉強して行きます。既に前期のクラスでモダニズム、シュルレアリスム、抽象表現主義、ポップアート以降の流れと音楽の関係、ゲシュタルト心理学、聴覚情景分析、ミュージックコンクレートの歴史と手法など、多様な視点からのトピックを紹介しましたが、必要が発生した場合には、これらのトピックを再度扱うことも可能です。学生諸君が実際に作品制作に使用する言語としては、何を使っても構いません。最終回のクラスまでには各自で作品を仕上げ、発表してください。
407,プロジェクト,イスラーム世界、アラブ世界、さらにはイスラームそのものやグローバル・ガバナンスとイスラームのかかわりについての研究を、現地の拠点との密接な連携によって進める。すでにSFCではアラブ・イスラーム圏についてアレッポ大学（シリア）、セント・ジョセフ大学（レバノン）などを現地研究拠点として多分野・多方面にわたって学術交流・研究活動が始まっている。それは、イスラーム世界の「真実」と「現実」を知り、かつ両者を十分に峻別したうえで、それ以外の地域や人びととも問題を共有し、その解決の模索を通じて実践的に学ぼうとする研究・活動である。本プロジェクトでは、インドネシアから中央アジア、コーカサス、南アジア、西アジア、そしてセネガルまで含めて北アフリカにおけるフィールド・ワークはもとより、クルアーンを中心とした原典研究、グローバル・ガバナンス研究の蓄積、学術拠点ネットワークの拡充、学術交流活動、遠隔教育の試みまで含めて、これまでに培われてきた萌芽を確実に育て、政策・メディア研究科、とりわけ新グローバル・ガバナンス・プログラム（グローバル・ガバナンスとリージョナル・ストラテジー・プログラム）ならではのより総合的で包括的かつ実践的なイスラーム研究を機軸としたグローバル・ガバナンス研究の展開を図りたい。
408,地域と社会（欧州・ＣＩＳ）,20世紀に戦争で一度荒廃したヨーロッパは、歴史への反省から出発して、今やすっかり息を吹き返している。歴史的な国民国家の重み、ＥＵをはじめとする国際的ネットワークの存在、多彩なヒューマン・リソース、整備された教育システム、多言語多文化の共存・交流など、さまざまな強みを持つヨーロッパが社会や地域の統合を進め、多様性と普遍性を分節化してゆく様子は興味深く、グローバル化時代の人類の共生を展望するうえでも参考になる。この授業では、主に現代欧州のドイツとフランスの社会に光を当てる。前者を扱う部分では都市、環境、言語などに関する政策に、後者を扱う部分では家族構造の変化や社会統合の問題、また外交などに注目する。その際、常に欧州統合の拡大と深化を意識し、ヨーロッパを超えて人類共通ともいえる諸課題への取り組みという側面を重視していく予定である。
409,生命現象と現実社会の比較論,生物学はその生物種の多さや個体の複雑さなどから、全てが特殊であり、それ故に学ぶ上で何を基幹とするべきか選択することが極めて難しい学問と言える。しかし、実際には、人間社会の中にある様々な現象や事例を、そのまま当てはめることができる場合が多く見受けられる。そして、その置き換えが可能な内容ほど、生物学の中で重要な内容である傾向が高い。本授業では、担当教員の自然科学系研究と教育研究の内容、そして生物学者としての実体験を結集させ、生物学の基盤とするに相応しい14の話題を紹介する。本コースは高校生物の受講の有無を問わない入門コースとなる。
410,法律学,この講義では、法学の基礎的内容を確認した上で、社会の先端・学際分野である情報・環境・医療等の事例を題材に、法的な観点から分析・検討を行い、リーガルマインド、すなわち、法的な思考能力の獲得を目指します。 法学は正解のない学問ですが、政策決定をするためには、答えを出さなくてはいけません。 説得力があり、多数が納得のいく結論を出すために、リーガルマインドという道具を使って何をどこまでできるのか、講義を通じて、その可能性と限界を分析し、リーガルマインドを身につけ、それをより実践的で使えるようようにしていきます。
411,統計解析,この授業では「統計基礎」の内容を踏まえ、データサイエンスの理論と実践の定着と応用的理解を目的とする。現状について問題を発見し、その解決のために収集したデータを元に仮説やモデルを構築し、それに対する検証を行って問題を解決する能力を養う。具体的には、線型モデルの応用的な話題（残差分析や変数選択、ロジスティック回帰など）、様々な多変量解析の手法（主成分分析、判別分析、分散分析、因子分析など）を扱う。
412,基礎植物学,＜本科目は山形大学農学部との単位互換科目です。＞【授業の目的】植物の形態、生理、および遺伝子に関する基礎的知識。作物学、園芸学、林学およびこれらに関わる諸科目（栽培学、遺伝育種学、施設園芸学、農産物品質学、植物病理学など）は、植物に関する基礎的な知識を前提として授業されます。本授業は植物の形態、生理、細胞および遺伝子に関する基礎的な事項を精選して解説します。【授業の到達目標】植物生産に関わる諸科目を学び、理解するのに必要な植物学の基礎的知識を身に付けることを目標としています。【授業概要（キーワード）】細胞，形態，代謝，遺伝子
413,アカデミックプロジェクト,「身体化デザイン」プログラム高度に情報化され、構築された社会で人と人が共存して生活する現代、時間も空間も人間の行動そのものも人間のスケールを凌駕する環境の中で私達は日々の生活を送ることを余儀なくされている。しかし人間の制御可能な範囲を越えた事態に対する高度に複雑化したシステムに依存した現代社会には、それに起因する問題が多発している。　現代のネット社会における匿名性の横行、死に対する体験の不足からくる殺傷に対する意識の欠如など、人間の成長過程における「自分」と環境との実体的な関係の再構築の必要性が語られて久しい。　建築・都市環境の分野では、高度に専門化され分業化された建築技術に根ざした集団による都市建築物の構築により、誰の認識下にも入らないが為に放置され結果として安全性を欠いた建築物が出現するという事態や、自分とそれを取り巻く集団としてのコミュニティへの介入がなくなることによる住民の孤立、都市生活の安全性の欠如などがそれらであろう。今までの社会では自分が積極的に関わることで成り立っていたことが徐々に他人事にされてしまっているという人任せの志向と深く関係している。　この現代社会における他人事意識を理解し、その問題に直接的に答えるためには、その問題の最も根幹にある人間の身体性そのものの意味を問い直す必要があるのではないだろうか。自分の身体と心を良く理解し、自分の力でできる或はできないという能力の限界を知り、自分なりの解決方法を獲得し、自分の身の丈にあった人間関係を構築する。このように、自分を理解する者同士の作る豊かな人間集団としての社会構築を目指すためには、人間の「身体」に今一度立ち返って、あらゆる分野の、人間とそれを取り巻く環境との関係の再検証を行なうことが求められている。そのためのアプローチを身体化デザインとして提案する。
414,社会安全政策（防災）,自然災害をいかに軽減するかについて初歩的なことを学ぶ．講義では，地震や津波などのメカニズムを学ぶほか，このようなハザードからいかにして災害が発生するかを知る．また，災害科学の限界や防潮堤などのハードウェア防災の限界について知り，教育やコミュニケーションによる防災がいかに重要かを理解する．この講義の最終目標は，受講者が家族や友人に防災対策を取らせることである．また，それを共有して，レジリエントな社会をデザインすることへの応用方法も考える．
415,オブジェクト指向プログラミング,オブジェクト指向プログラミング言語を用いたプログラミング科目です。プログラミング実習も行ないます。プログラミング言語としてはPythonスクリプティング言語を扱います。プログラミングの復習が主体となる授業になっています。授業の最後の回の方で、オブジェクト指向モデルにおけるクラス階層、クラス−オブジェクトの関係、およびクラスにおけるメソッドのプログラミングによるオブジェクトの振舞いについても学びます。Pythonを用いて、実際にプロジェクト構成に必要なライブラリを扱いながら、オブジェクト指向流のプログラミングパラダイムを身に付けていけるような実習型の講義を行ないます。
416,概念構築（コミュニケーション）,コミュニケーションは本プログラムの特性や考え方を表す主要な概念の一つで、修士課程修了後、政策、教育研究、表現などどのような分野に進むにしても、鍵になる概念である。この科目では、言語から芸術までさまざまな分野から、コミュニケーションという概念に光を当てる。それによって、履修者が各自の専門に活かすことができる側面をとらえ、示唆を得ることを目的とする。
417,プロジェクト,現代文学と、現代社会のかかわりを考えます。
418,和声学１,人類による表現活動は驚くべき多様性を持っています。音楽の分野に限っても、それぞれの時代と文化に於いて表現のあり方は実に多様です。と同時に現在私達が普通に聞くことができる多くの音楽表現の土台には、近代西欧で確立された和声理論と作曲法がある事も事実です。これは近代西欧で確立された科学が現代の科学技術の基礎になっている事と同様です。従って学生諸君がどんな音響表現を追求するにせよ、基礎的な音楽的素養の獲得は将来自らが依って立つ重要な基盤の一つになり得ると考えられます。和声学は音楽言語の文法に相当します。文法の表面的な学習はルールばかりでしばしば退屈なものですが、しかしそれらのルールが極く少数の感覚的な原理から導き出される事、また感性に喜びをもたらす事を理解すれば、楽しい体験になるはずです。多くの古典音楽の傑作を実際に聞き、分析を加えて理解を確かなものにします。基本が身に付いてしまえば、２０世紀以降の前衛音楽や現代のメディアアート、あるいはゲームなどのエンタテインメントでの音楽の使用へのより良い洞察を得る事が出来るだけでなく、音楽以外のメディアへ接続する事も可能になるでしょう。しかし和声学の基礎を習得するには、半年では時間が足りません。少なくとも１年間は集中的な学習が必要です。そのため、通年で「和声学１」と「和声学２」を学べる様になっています。このどちらも講義と演習によるワークショップ形式で進められます。座学では無いので、履修者は毎週ドリルを実演する必要があります。課題を自分でピアノで弾くか、ピアノが苦手な人は、各自で何らかの音楽ソフト（五線紙に音符を書き込み、音が出るもの）を用意し、θ館のスクリーンを使ってプレゼンをして下さい。履修者の人数は最大で２０名が限度です。
419,生活者の社会参加,社会やコミュニティの課題に取り組む様々な方策のひとつとして、生活者の社会参加があります｡多様化する社会問題へのアプローチと個人の自律という観点からも生活者の社会参加に期待が寄せられていますが、実際の活動となると、なかなか一歩を踏み出しえないのが実情です。この授業は体験学習プログラムとして、学生グループが主体的にNPOスタッフ、主婦、公務員、企業の従業員といった人達と交流や協働しつつ、自らも含めて多様な“生活者の社会参加”を促進する仕掛けづくり・仕組みづくりをめざして活動し、最終的にはそのための実験や提案を行うものです。一連の学習プロセスを経て、生活者の社会参加の意義や可能性について深く考察するとともに、翻って自らのライフキャリアに、社会参加というテーマを位置づけるうえで拠り所となるような学習機会の提供をめざしています。
420,社会的組織の経営（ヒューマンセキュリティ）,少子高齢化が急速に進展する我が国では、従来の制度では対応しきれない問題を解決するために、様々な分野でイノベーションが起きている。この授業は、一人ひとりの安全を考える「ヒューマンセキュリティ」という視座から、主にヘルスケア分野の組織経営・マネジメントの実際について学ぶ。具体的には、高齢者の生活を支える介護事業、制度の隙間の課題や地域コミュニティの課題を解決しようとしているNPOや社会起業家等の事例を掘り下げ、その意義や戦略を理解することを目指す。　授業は、ビジネススクール等で行われているケースメソッド教授法を用いたディスカッション、最前線で活躍する外部講師の講義などで構成される。
421,プロジェクト,２０世紀にその基盤が確立したグローバル情報社会は、２１世紀に入って本格的な地球社会の課題解決、創造性、イノベーションのプラットフォームとして成長し続ける。本プロジェクトは、農業や医療等の分野を対象に、先端のICT技術を活用した、新たな社会インフラの検討を進める。
422,エクスペリエンス・アンド・エンゲージメント・デザイン,現在「モノづくり」は新たなフェーズに突入しています。モノの機能や性能を追求するだけでなく、モノをつくること、つかうことの楽しさやうれしさ、経験の共有、そして異なる人々のエンゲージメントや愛着の形成がますます重要になりつつあります。この授業は、そうした「経験」と「参加や共創」を中心としたデザインプロセスを、食（フードデザイン）を題材に、実際の制作作業を通じて身体的に学びます。実習は学外及びSBCセンター宿泊を通して行います。
423,オブジェクト指向プログラミング基礎,オブジェクト指向プログラミング言語を用いたプログラミング科目です。プログラミング実習も行ないます。プログラミング言語としては主にPythonスクリプティング言語を扱います。プログラミングの復習が主体となる授業になっています。加えて、オブジェクト指向モデルにおけるクラス階層、クラス−オブジェクトの関係、およびクラスにおけるメソッドのプログラミングによるオブジェクトの振舞いについても触れていきます。Pythonを用いて、実際の問題解決に必要なライブラリを扱いながら、オブジェクト指向流のプログラミングパラダイムを身に付けていけるような実習型の講義を行ないます。
424,オブジェクト指向プログラミング基礎,オブジェクト指向プログラミング言語を用いたプログラミング科目です。プログラミング実習も行ないます。プログラミング言語としてはPythonスクリプティング言語を扱います。プログラミングの復習が主体となる授業になっています。授業回の最後の回の方で、オブジェクト指向モデルにおけるクラス階層、クラス−オブジェクトの関係、およびクラスにおけるメソッドのプログラミングによるオブジェクトの振舞いについても学びます。Pythonを用いて、実際にプロジェクト構成に必要なライブラリを扱いながら、オブジェクト指向流のプログラミングパラダイムを身に付けていけるような実習型の講義を行ないます。2007年学則のオブジェクト指向プログラミング(B)を受講する学生を対象とした授業になっていますので、２コマ連続で講義を行ないます。ただし、単位は１コマ分だけになります。
425,韓国地域論,「朝鮮民族の居住地域」と言われて、どのような国や地域を連想するだろうか。おそらく多くの人は、韓国や、北朝鮮、つまり朝鮮半島の国家を強くイメージするだろう。しかし、実際のところ、朝鮮民族は想像以上に世界に分散しており、各地で独自の社会を形成している。本講義では、こうした世界各地における朝鮮民族居住地域の特性を理解するために、民族を規定する最大要素ともいえる「言語使用」の側面を取り上げ、分析していく。
426,基礎生態学,＜本科目は山形大学農学部との単位互換科目です。＞農学部の主要な教育目標である持続的環境保全に関する知識や技術を学ぶ上で基礎となる内容である、生態系の構造や機能、基本法則、生産者としての植物、消費者としての動物、分解者としての微生物等の関係や役割について解説する。山形大学農学部シラバスhttp://www.yamagata-u.ac.jp/gakumu/syllabus/2017/6sylla.htm学科共通科目の基礎生態学（65435）を検索してください。
427,ソーシャルファイナンス,ソーシャルファイナンスは、社会的な事業に必要なリソースを調達するためのスキームである。古くは「無尽」のような相互扶助制度や協同組合金融等の形にも遡ることができるが、現代においてはESG(環境・社会・ガバナンス)投資は金融市場に大きな影響を与えており、またインパクト投資（Impact Investing)は社会的投資の新しい潮流として、G8でのアジェンダにも挙がり、その手法にも社会的インパクト評価や社会的インパクト債(Social Impact Bond)の様な様々なイノベーションが生まれている。その市場規模も拡大しており、市場メカニズムに則り、金融システムを活用して社会的インパクトを最大化する手法に関心が高まっている。ソーシャル・ファイナンスという言葉には、一般的には投融資が想起されるが、実際にはその投資先・支援先が社会的事業であるがために、通常の投融資だけではなく、助成や寄付もその範疇に含めて議論される。また、情報技術の進展により、インターネットを媒介にしたクラウド・ファンディングなどの技術的な進展によって、新しい形のソーシャル・ファイナンスのスキームも生まれている。本講座では、こういった社会的金融の社会的な潮流について理解をし、社会変革のためにはどのような形のリソースの動員が必要とされるのか、それを実現するための社会的な仕組みのイノベーションとはどのようなものかについて実践的な知識を身につけ、社会的事業に応用することができるようになることを目指す。
428,朝鮮語インテンシブ２,世界中の言語の中で朝鮮語ほど、日本語を母語とする私たちにとって学びやすい言語はありません。その理由としては、①日本語と語順が100％一致していること、②文法が日本語と瓜二つで逐語訳がそのまま日本語になること、③膨大な量の漢字語が日本語と共通していること、そして④文化の深層・基底部分が類似していること、といったことが考えられます。私たちがすでに日本語能力として持っている相当部分が、朝鮮語能力のかなりの部分として、そっくりそのまま利用できるのです。 ハングル文字の仕組みや発音の基礎を初めて学ぶ初級の段階でも、短期間で非常に高いレベルの語学能力を習得できます。日本語の基礎がきちんと身についている人であったならば、朝鮮語が上達するスピードは極めて速いと言えます。
429,プロジェクト,心理学・精神医学・数理モデルに関する文献研究および実験を行う。受講者は、自分の研究テーマを見つけ、それについて積極的に文献を探し、実験を行ってゆく。
430,言語とヒューマニティ,この授業では、主に人文諸科学的な見地から、現代社会の諸問題について考えていくことを目的とする。グローバリーゼーションの世界とは、単一の価値基準によってつながる世界であると楽観する前に、果たしてそもそも、人と人は理解しあっているのだろうか、という問いをたずさえることからこの授業は出発する。人と人がコミュニケーションを取るということは、そこに言葉が介在するのだが、その言葉は果たして無色透明な道具として機能するだろうか？また「人」と「人」と言う時、その「人」は果たして同じ価値基準をもって交流しているのだろうか？　この授業は以上のような問題意識にたち、現実の事象を扱う手前で、「言語」と「人間」の意味について哲学・文学・歴史・芸術といった観点から考察を加えていくつもりである。
431,情報法,ネットワーク社会において新たに発生するようになった法的諸問題を総合的に学びます。本講義の内容は、社会の情報化と新たな法律問題の出現について、情報の取扱いに伴う法的責任として違法情報・権利侵害情報・有害情報の規制、不正アクセスやコンピュータ・ウィルスをはじめとするネットワーク犯罪への対応、電子政府推進のための施策、電子商取引にまつわる問題、クラウド・コンピューティング、ＳＮＳ、スマートフォンの利用に伴う法的問題など、ネットワーク社会における法的諸問題の現状と対応を講義します。また、人工知能（AI）、ロボット、IoTの利用に伴う法的課題について「ロボット法」の講義も行います。
432,生命科学実験の基礎,生命科学の研究を行うために必要とされる、実験の基本操作と基礎知識を習得する。具体的には、微生物（大腸菌）の培養、DNAの抽出と定量、タンパク質の電気泳動と定量を実習し、遺伝子工学とタンパク質実験においてコアとなる基礎技術を習得する。
433,ネットワークコミュニケーション実践,本授業では単にネット上のコミュニケーションのノウハウを身につけるだけでなく、日本文化の中のコミュニケーションの方法を取り出し、社会的な基本スキルとしてのコミュケーションの在り方を理解することを目指す。とくにSNSなどをベースにしたネット社会で問われる「教養」の在り方とメディアリテラシーについては掘り下げる。その上で、ネットワークコミュニケーションの基本的なスキルである情報編集力を身につけるためのワークショップを行う。また、ネットワークコミュニケーションについて、ツール（システム）・ルール（決め事）・ロール（役割分担）の視点で分析し、「共同知」を形成するための相互編集のプロセスを実践することで、経験的に企画・運用ノウハウを身につけることを目指す。さらに、事例を紹介しながら、ネットワークコミュニティが地域にもたらす効果と、運用上の様々な課題を把握する。また、TwitterやFacebook、LINEなどのSNSと、共同知を相互編集する「場」の関係についても考察したい。とくに今学期は、以下の二つのテーマを中心に実践的に取り上げる予定。 Ａ）「地方創成」といわれる中でのICTの役割と情報の相互編集の方法について考察し、既存ツールを活用した利用モデルをつくる。 Ｂ）共同知を形成する「知」の単位として「書籍」に注目し、ネットワーク・コミュニティを活用した公共図書館による地域づくりの企画づくり。
434,トランスカルチャー論,トランスカルチャー論（transculturalism）とは何か。似たような概念として、多文化主義（multiculturalism）や間文化主義（interculturalism）がある。しかし、それらのいずれとも違う第三の可能性を指し示すものとして、本講義ではトランスカルチャーという考えに着目し、その射程と可能性を探る。トランスカルチャー論は、多文化性の公的承認によって各文化コミュニティの維持と共存を目指すことにとどまらない。また、文化上のマジョリティとマイノリティの間のコミュニケーションと歩み寄りを保ちつつ、エスニック文化の多様性と共通文化の統合性との確保を中心のテーマとするわけでもない。本講義が対象とするトランスカルチャー論がまずもって着目するのは、複数の文化を越境する個人とその主体的経験が有する意味である。異文化の存在を知り、未知なる他者と出会うことは、今日のグローバル化した世界では、各人において程度の差こそあれ、平凡な経験とすら呼べるものになりつつある。トランスカルチャーの経験はむしろ、複数の文化を外側から見聞するのではなく、それらを同時に内側から生き抜くことによって、個人が自らのアイデンティティを問い直さざるをえないような状況を生み出す。いわば、一つ以上の文化コミュニティに言語を通して深く根付くという経験を持つからこそ、それらのいずれへの帰属によっても自らが完全には定義されえないという意識を個人が抱くのである。この意味において、「文化横断」（transculturation）とは、「新しいコードを獲得しはするが、それにともなって以前のコードを失ったわけではない状態」（T.トドロフ）にほかならない。文化の共同体的側面を安易に捨象する平板なコスモポリタニズムでもなく、まばゆい文化的多様性への無条件的な礼賛でもないトランスカルチャーは、この世界における人間のあり方として、独自の領域と考察対象をなす。この文化横断が人間主体に対して持つ意味を、本講義は特に人文学の観点から探究する。
435,デジタルメディアと映像表現,映像制作の基本を学ぶ授業です。学期を通してテーマを設定し、企画、撮影、編集、上映までの制作行程を学びます。今学期のテーマは「ジャン＝リュック・ゴダール」です。撮影機材（デジタルビデオカメラ）の使い方、編集ソフト（Apple Final Cut Pro）の操作など、映像を制作するために必要な基本的な技術・知識の習得を目指します。また同時に、先鋭的な映像作品や互いの作品の鑑賞を通して、映像を撮ること、編集することはどのような行為なのか、どのような表現なのか議論を深めます。授業は講義と実習を平行して行います。
436,建築技術論,鉄とコンクリート、ガラスの技術がモダニズムの建築と都市を成立させたことに象徴される様に、建築の発展の歴史は建築技術の発展の歴史であり、新しい建築・都市空間は新しい技術によってこそ可能になる。それでは現代の、そしてこれからの建築・都市を支える構造技術はどのような環境づくりを可能にしようとしているのか？この授業は建築構造に関わる最先端技術を開発・応用する講師を招き、ストラクチャル・テクノロジーと環境構築の関係と可能性について考察するとともに、実際のプロジェクトから先端技術と建築・都市との関わりを講義する。その過程を通して、建築における構造最先端技術がどのような経緯で生まれたか、それらがどう建築に応用されているか、またされる可能性を秘めているかを考察する。学生は個々人の建築技術に関するテーマを設定し、それに関わる調査・分析を行い、中間、最終と発表を行うことを通して、技術に対する知見を広げる。
437,スポーツのデータサイエンス,2020東京五輪を前に、国内でも多くのテクノロジーがスポーツで活用され注目を集めている。2018サッカーW杯ロシア大会でも、リアルタイムでのデータ活用が解禁されたことから、スポーツアナリティクスがますます注目を集めている。野球・サッカー・ラグビー・アメフトなどのメジャースポーツだけでなく、個人競技やマイナー競技、アマチュアスポーツなど、スポーツの様々な場面でデータ分析と可視化が行われており、ビジネスにもなっている。この授業では、スポーツをする・支える・伝えるという観点から、スポーツアナリティクスを体系的に学ぶ。
438,調査研究設計論,「調査研究設計論」では、受講者の「研究計画書」を再評価・再構成するとともに、修士課程における調査研究の設計とマネジメントについて学ぶ。とくに社会科学的なアプローチで調査研究をすすめる（もしくは、社会科学的観点で自身のテーマを考えてみたい）学生の受講を想定している。※2018年度は秋学期前半科目として2コマ連続で開講する。※2コマ連続であることを活かし、講義に加えてワークショップや実習をおこない、実践力の強化を目指す。
439,憲法（人権）,日本の法令は、最高法規としての憲法を頂点に、広大な裾拡がりの法体系を構成しています。法治国家においては、最高法規である憲法を基礎として様々な法令が制定されていることから、憲法の基本原理や解釈を理解することが重要です。この講義では、憲法における人権保障の仕組みを通じて、社会生活を営む上で必要な法的思考を身につけます。
440,地域と社会（米州）,ラテンアメリカ地域研究について主に社会と政治の側面に着目した専門講義を行う。主たる対象地域としては、ラテンアメリカを含めつつも、広く米州（the Americas）という関心をもち、そこでの共通の経験は何かという問いにも取り組みたい。今年度はメキシコを主対象とした新刊書を教科書として用い、中米諸国（特にグアテマラ、エル・サルバドール、ニカラグア）、アンデス諸国（ペルー、ボリビア、エクアドル）、アルゼンチン、チリなどに目配りをして、教科書を補足する形で授業を展開する。
441,セキュリティ総論Ｄ,セキュリティについて学ぶためには、インターネットとそれに関連するシステムの基礎、暗号等を理解するための数学の基礎、インターネットに関わる法制度/社会制度について学ばなければならない。本講義では、セキュリティの基礎を学ぶとともに、これらシステム、数学、制度の基礎を学び、セキュリティの全体像について理解する。
442,スチューデントビルドキャンパス（ＳＢＣ）実践,2015年から、SFCの新しいキャンパス計画「未来創造塾」において、SFCの教職員、学生、卒業生が一体となって活動し、新たな滞在型研究のキャンパスをつくっていくSFC-SBC(Student Build Campus)というプロジェクトが始動しました。SBCは、SFCの様々なリソース（知識、技術、人材）を新たなにネットワーク化し結集していくことで、世界に類をみないキャンパスの実現と、21世紀における「学習」や「教育」を再定義することを目標としています。この活動は、従来のような大きな仕組みの中で一方的に与えられてきた「大学で学ぶ」という枠組みとは別に、小さくてもいいから自分たちの学ぶ場を自分たちの力で考え作り動かしてみようというSFC生らしい創造性と主体性が求められます。　この新設科目では、新キャンパスにおけるライフスタイルを構想し、どのように新しいプログラムや、空間的設えを提案計画し実践するのかを考え、実際に実験し実現していく授業を行ないますことを試みます。具体的には、「タクティカル・アーバニズム」という市民やユーザーが自分自身で生活空間や都市環境の問題を改善していく敏速かつローコストな都市デザイン手法を紹介し、それをベースにしながら、履修者にもSFCとSBCのよりよい関係を提案してもらい、実際のフィールドで実験を繰り返すことで提案を作成していってもらいます。
443,日本語スキル,この「日本語スキル1B（読み書き）」クラスは、日本語で聞いたり、話したりすることはできるが、読んだり書いたりすることが比較的難しい人のための授業です。 日本社会について書いてある文章を読んだり、そのテーマに関する作文を書いたりします。また、漢字・文法・語彙（ボキャブラリー）の学習や短文作成もします。
